amfi_code,1yr_cagr,3yr_cagr,5yr_cagr,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown_pct,score
100016,-0.033055090768621787,-0.00031627759670682654,0.02541247901047594,-0.20151706755966936,-0.3510474601523089,0.03747580763443281,-0.0582684314388089,-0.24734440880673303,12.75
100025,0.025017601049311722,0.046143288414864925,0.04294835392228946,-0.5670947928476846,-0.9418212366054204,0.042817920315060876,0.0011582183155281463,-0.04308263824636349,27.500000000000004
100033,0.4773458959806238,0.3362921056230763,0.2889938363919464,1.093698743534631,1.8291339615146942,0.2719535450128533,0.0051035258305283104,-0.16217208574644848,82.75
101206,0.4509392715300502,0.32528591355184844,0.2260478728480142,1.0272133278753697,1.799562874698452,0.21399784776051212,0.02108631625012803,-0.11291596329323073,83.0
101207,-0.24242050015436856,-0.026964750873929244,0.07643258410637976,0.16266076928646786,0.27664379626092334,0.10897091901704538,-0.06528924788351524,-0.3544691649336603,19.75
101208,0.0685429952818637,0.060761500834302096,0.06268273663284529,-0.8155673679088258,-1.681037866751281,0.060861457957871144,0.00026670968338238433,-0.0016224980244717857,31.25
102885,0.18318548216870223,0.17520119946365442,0.17523902033263883,0.817099337349437,1.4357420130649492,0.17048756803412696,-0.019486785689474526,-0.1085986215250232,63.25000000000001
102886,-0.13226101829615933,-0.01832224809009908,0.011294595778247984,-0.2058316078547031,-0.34722230254727265,0.028969397866379445,-0.04212502902189432,-0.2800112356639287,9.5
102887,0.1272785953848785,0.2566304169554934,0.1619032513637435,0.6195175900829826,1.0887552508030016,0.16211256794033255,0.016682689437770827,-0.21539827112383225,53.75
118632,0.21776763418747302,0.18088593620415083,0.23093815872659618,1.0816591793457038,1.850132546855726,0.21829397904608644,-0.008353832126962021,-0.17414075086657232,66.75
118633,0.28406736513935327,0.18128823270614958,0.15646763057250346,0.6452074382933218,1.154475716923624,0.15643835948169668,-0.03663900671860934,-0.18629743138595511,50.75000000000001
118634,0.2236521211328215,0.0758063522976058,0.15741939944838035,0.4484340089089915,0.7460146308533572,0.1750072167561127,0.1034966369133759,-0.2334488614483311,36.99999999999999
118635,0.21995365120873123,0.16236841860639406,0.1534278656877741,0.6648569985490621,1.137976718780742,0.1513635464823924,-0.001433521389780133,-0.1165062450540909,55.25
118636,0.10622598136417083,0.04152061472814461,0.05121284370964796,-0.35662950751436784,-0.6135251287271023,0.05074772999976104,0.0012566742731558458,-0.08316361763638702,28.000000000000004
119092,0.034029890817970365,0.005559688070353008,0.06132601469068821,0.030784850954585916,0.05257398559304803,0.0689952982167755,0.009730745001153637,-0.1440161790933726,30.5
119093,0.19794246952869954,0.20575450839484977,0.0760363867836038,0.12961449795669325,0.22108683979276353,0.08232801295222093,0.02588321244009315,-0.21751396370148224,40.75
119094,0.30918202012534524,0.3606601747719518,0.27075969436673986,0.9982309868636403,1.7037974802463003,0.2607666908004223,-0.06626542862803757,-0.20960883862039192,75.0
119095,-0.454228926346248,-0.11065546853000663,0.014665053142173479,-0.07597357117478923,-0.12818559275851926,0.048015953637759554,-0.066951174639292,-0.5167775370852656,9.75
119120,0.0572307956371807,0.05606028649588968,0.05672188795478972,-0.22657538662791568,-0.37676700817066683,0.05620895216638369,-0.006413850728276477,-0.04328728923970093,31.25
119551,0.48883881388717176,0.27727427651752534,0.2477256161793966,1.2082665673727178,2.140267129061793,0.23201007160635082,-0.03175144113890972,-0.1501238549864533,80.0
119552,0.08251685485100624,0.15383382573944893,0.2067704837427602,0.953279496866011,1.609776489628308,0.1986859936686296,-0.026159307513513405,-0.11803493502764295,63.25000000000001
119598,0.8453224636924352,0.27814418371202754,0.3109566423737362,0.9453082575156093,1.6753165700125519,0.3033696538698332,-0.023196062044059693,-0.2870600572176455,68.25
119599,0.1190796983675011,-0.006866124385353167,0.01980032242102303,-0.05718662582817995,-0.09438726129459606,0.048824215945539845,0.06200180438267168,-0.5257422117012851,12.75
